cluster index	parent mass	RTMean	component	#Scan#	Compound_Name
2068	272.1861998482574	4.2561507	-1		
2069	798.4493743272337	4.2561507	49		
2070	803.4047864345018	4.2561507	158		
2071	167.01323854176573	4.264738	50		
2072	531.3512985081883	4.264738	-1		
2073	200.1284895992427	4.268461	7	2073.0	"""1-Methyl-6,7-dihydro-5H-pyrido[3,2,1-ij]quinolin-3-one CollisionEnergy:102040"""
2074	337.1599280988279	4.268461	13		
2075	404.1966222781933	4.268461	284		
2076	162.99863958827228	4.2901673	76		
2077	289.2531489811966	4.2901964	6		
2078	828.460502559036	4.2901964	49		
2079	833.4154838369254	4.2901964	158		
2080	928.476573946154	4.2901964	414		
2081	645.3181022737019	4.293282	638		
2082	383.2772329299012	4.2986755	-1		
2083	190.9935094205664	4.2991233	39		
2084	323.1628577716777	4.301559	238		
2085	573.3041103140102	4.3071837	371		
2086	596.3804055438006	4.3071837	-1		
2087	478.2232101241898	4.309792	-1		
2088	281.17519699570295	4.318042	20		
2089	784.3180636527911	4.318042	130		
2090	854.4389128051666	4.3239775	57		
2091	859.3943058597895	4.3239775	79		
2092	139.98269486731	4.327388	5		
2093	337.216692205965	4.332346	33		
2094	355.2273287298963	4.332346	33		
2095	373.2379728736589	4.332346	33		
2096	391.2481227478917	4.332346	33	2096.0	"""(4R)-4-((3S,5R,6S,7S,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""
2097	169.97776151224713	4.340715	7		
2098	171.99338071410222	4.340715	7		
2099	216.19636079145087	4.3467536	-1	2099.0	Delta-Dodecalactone (known structural isomers: 0; isobaric peaks in run: 2)
2100	198.1858410729765	4.34905	361		
2101	199.98834398968503	4.34905	7	2101.0	fMet CollisionEnergy:205060
2102	238.1782981522001	4.34905	-1		
2103	383.2772798921108	4.3657646	-1		
2104	387.1437173885675	4.3794107	-1		
2105	607.2157944860897	4.3794107	150		
2106	886.4658705685295	4.382108	430		
2107	891.4205917047769	4.382108	79		
2108	315.0867114110476	4.384352	-1		
2109	478.2232784321137	4.384352	-1		
2110	623.1980235214794	4.384352	3	2110.0	PECTOLINARIN
2111	928.4762731118368	4.3900228	49		
2112	162.9985396262134	4.392286	209		
2113	190.9934472220457	4.3948975	39		
2114	149.13272368118825	4.397931	-1		
2115	271.2422700993001	4.397931	359	2115.0	HMDB:HMDB00145-219 Estrone
2116	289.25281768416386	4.397931	6		
2117	307.26347946200497	4.397931	6		
2118	403.2847985997119	4.397931	264		
2119	415.2848680640252	4.397931	264		
2120	421.2953183923849	4.397931	264		
2121	433.2955925982369	4.397931	264		
2122	451.3060548296086	4.397931	264		
2123	583.3478517349562	4.397931	-1		
2124	601.3585659873737	4.397931	49		
2125	781.4213940754436	4.397931	49		
2126	798.4480987833917	4.397931	-1		
2127	803.4031440605172	4.397931	158		
2128	819.3771480813707	4.397931	-1		
2129	825.3382828230962	4.397931	-1		
2130	834.3330581190281	4.397931	-1		
2131	1578.864799201192	4.397931	-1		
2132	203.17980912701347	4.4021187	112	2132.0	Spectral Match to Bolasterone from NIST14
2133	137.9877945498856	4.40534	-1		
2134	158.96169446878085	4.4139123	10		
2135	731.34691746985	4.4139123	-1		
2136	960.5540308408548	4.4139123	315		
2137	404.1964167954361	4.434458	284		
2138	271.06035617512543	4.4420834	604		
2139	323.201111186926	4.4465265	157		
2140	333.1853954110095	4.4465265	246		
2141	341.21173707613366	4.4465265	356		
2142	351.19611022606216	4.4465265	68		
2143	359.2221824867406	4.4465265	356		
2144	369.2066273362312	4.4465265	68		
2145	387.2170088836341	4.4465265	68		
2146	405.2275434079128	4.4465265	68	2146.0	k-Strophanthidin CollisionEnergy:102040
2147	549.306515103254	4.4465265	146	2147.0	Massbank: Cymarin
2148	566.3331098112774	4.4465265	146		
2149	571.2881806010395	4.4465265	-1		
2150	587.2613753844691	4.4465265	-1		
2151	594.3641616202806	4.4465265	-1		
2152	990.529009013742	4.454591	-1		
2153	337.2167968618736	4.4712534	33		
2154	355.2275273956901	4.4712534	33		
2155	519.2961483964937	4.4712534	2		
2156	139.98277539324317	4.4751873	5		
2157	208.03987399458	4.4796867	50	2157.0	"""methyl 3-oxo-2-[(3,4,5-trimethoxyphenyl)methylene]benzo[b]furan-5-carboxylate CollisionEnergy:102040"""
2158	162.99850526246857	4.4797463	76		
2159	190.9933939282731	4.4797463	482		
2160	796.434576166412	4.496674	414		
2161	404.19663737360713	4.501807	284		
2162	271.2426051196169	4.5048656	359	2162.0	HMDB:HMDB00145-219 Estrone
2163	451.3065115592022	4.5048656	264		
2164	798.4492701704643	4.5048656	49		
2165	803.4043201598313	4.5048656	158		
2166	870.4341031758503	4.5048656	57		
2167	289.2531617411053	4.5131345	6		
2168	884.4496381743826	4.5131345	49		
2169	889.4051155445696	4.5131345	158		
2170	942.4941614792376	4.5215154	49		
2171	259.0970540759115	4.5354924	87		
2172	351.21496948536003	4.538778	-1		
2173	478.2232328210189	4.5438695	34		
2174	876.381081188922	4.5438695	34		
2175	780.3234910182783	4.5607405	35		
2176	227.983087275653	4.560912	47		
2177	566.3690431200235	4.5720797	-1		
2178	257.1537826204623	4.5799694	-1		
2179	309.22151182664106	4.5799694	445		
2180	319.20596469645267	4.5799694	486		
2181	337.2163420063834	4.5799694	33		
2182	355.2269740060626	4.5799694	33		
2183	373.23760789383056	4.5799694	33		
2184	391.24798378682107	4.5799694	33	2184.0	"""(4R)-4-((3S,5R,6S,7S,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""
2185	414.26443306975455	4.5799694	133		
2186	467.2799404597907	4.5799694	-1		
2187	485.2904176600954	4.5799694	180		
2188	503.3007224430257	4.5799694	180		
2189	521.3108532371904	4.5799694	2		
2190	538.3374232546668	4.5799694	2		
2191	543.2930065384784	4.5799694	-1		
2192	559.2669862596231	4.5799694	-1		
2193	562.3376089793042	4.5799694	2		
2194	584.3194906009389	4.5799694	469		
2195	798.4894651263774	4.5799694	472		
2196	911.5513985371958	4.5799694	-1		
2197	1058.6422208361923	4.5799694	472		
2198	1063.5977629855042	4.5799694	469		
2199	191.16464678031213	4.584287	482		
2200	213.14664314986075	4.5848265	242		
2201	291.2108814537608	4.5878506	-1		
2202	884.4488122853749	4.5878506	49		
2203	942.4906506307916	4.5878506	49		
2204	1041.6153489691485	4.5878506	-1		
2205	235.1694465407145	4.589826	15		
2206	796.4336766982235	4.5957546	299		
2207	209.15407511705607	4.6029687	476		
2208	137.98769527216425	4.620292	-1		
2209	190.99342739428224	4.636078	39		
2210	139.98264818083928	4.636651	5		
2211	533.1293806337097	4.639701	3		
2212	299.2374957375037	4.644969	351	2212.0	Spectral Match to 5-Pregnen-3.beta.-ol-20-one from NIST14
2213	658.3808617162244	4.644969	-1		
2214	663.3363397789425	4.644969	-1		
2215	285.1701152431567	4.653124	338		
2216	477.2857382091075	4.653124	66		
2217	495.29594573078873	4.653124	338		
2218	713.3144605054298	4.653121	-1		
2219	697.3412385635975	4.653124	79		
2220	162.9985288240547	4.653954	76		
2221	692.3859437798216	4.6545544	57		
2222	852.4233202133539	4.6614294	57		
2223	128.95156295167132	4.6753798	-1		
2224	257.1289224500909	4.6779747	667		
2225	404.1964834731976	4.6779747	284		
2226	776.2921425926605	4.6779747	34		
2227	290.2119526610489	4.704208	153		
2228	729.3680557319034	4.7077093	79		
2229	139.98269041955962	4.708071	5		
2230	162.9985215862549	4.708071	76		
2231	190.9934258598236	4.708071	482		
2232	266.1731035970463	4.7111807	-1		
2233	724.4129083639118	4.7118235	430		
2234	199.9886685026422	4.7124662	-1		
2235	226.18061330425377	4.715475	44		
2236	244.19124253341693	4.715475	44		
2237	198.1863707826313	4.716253	361		
2238	214.1806271222578	4.7174053	47		
2239	236.16239468142828	4.7174582	-1		
2240	226.0124273513406	4.718411	40		
2241	780.4386640427986	4.720679	299		
2242	785.3941009814786	4.720679	158		
2243	259.2386333763403	4.721455	228		
2244	401.2174046312039	4.724157	132		
2245	419.2281871440076	4.724157	132		
2246	457.1844117082993	4.724157	-1		
2247	441.2103339659477	4.7262535	-1		
2248	464.28655785253	4.7265	132		
2249	436.2549362322216	4.726805	132		
2250	257.1288578010317	4.727635	667		
2251	289.2523771808292	4.745995	6		
2252	478.2231142445898	4.7526703	34		
2253	404.196680772427	4.777964	284		
2254	261.11033697909164	4.783442	-1		
2255	171.9933859688195	4.7892118	7		
2256	227.9833078540144	4.793909	47		
2257	137.98774267993383	4.795475	-1		
2258	974.5333194239388	4.797524	-1	2258.0	6-[[(3S,6aR,6bS,8aS,14bR)-4,4,6a,6b,11,11,14b-heptamethyl-8a-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,5-dihydroxy-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid
2259	139.98274265454847	4.7998114	5		
2260	246.2430601096448	4.8023276	64		
2261	158.96169868094677	4.8057137	10		
2262	289.0922548309649	4.8057137	6		
2263	553.2991846574623	4.8057137	-1		
2264	307.1028260371137	4.8138156	6		
2265	831.3742895324791	4.8138156	-1		
2266	641.3153345434964	4.816599	79		
2267	162.9985736668947	4.820189	76		
2268	636.3599200964547	4.8207674	57		
2269	271.24240484423734	4.8219113	-1		
2270	289.2529636424261	4.8219113	6		
2271	307.2636243290334	4.8219113	6		
2272	577.3375388691998	4.8219113	264		
2273	595.3481342740978	4.8219113	264		
2274	613.3590325825071	4.8219113	49		
2275	810.4486068243536	4.8219113	49		
2276	815.403610938408	4.8219113	-1		
2277	837.3380334014996	4.8219113	-1		
2278	190.99349934080087	4.823105	39		
2279	202.2168635833442	4.824601	62		
2280	309.20638860561974	4.827976	-1		
2281	511.2909326535239	4.8551235	66		
2282	708.3810087961111	4.8551235	57		
2283	713.3367186473895	4.8551235	128		
2284	478.222849792354	4.8613696	34		
2285	277.2168135695433	4.8624716	206	2285.0	Spectral Match to 9,12-Octadecadiynoic Acid from NIST14
2286	295.2274060457804	4.8624716	6	2286.0	Spectral Match to 9-Oxo-10E,12Z-octadecadienoic acid from NIST14
2287	348.275020341895	4.8624716	185		
2288	353.2304463884008	4.8624716	-1		
2289	324.19634881204195	4.89768	-1		
2290	261.1103368700495	4.898387	455		
2291	262.2381081051178	4.9111953	455		
2292	493.2804459189238	4.9143357	48		
2293	740.4075179021704	4.9143357	-1		
2294	745.3629356253052	4.9143357	128		
2295	297.2219865459782	4.9227858	351		
2296	690.3710733646881	4.9227858	57		
2297	227.98391006608296	4.923549	47		
2298	695.3262173358218	4.9257975	79		
2299	137.98818501465755	4.932468	-1		
2300	139.9830213656281	4.9481354	5		
2301	162.99893686042063	4.948758	76		
2302	190.993719140422	4.9567456	39		
2303	289.2531641324812	4.9754415	6		
2304	339.2326305717609	4.9754415	390		
2305	375.2534526726373	4.9754415	148	2305.0	Uzarigenin
2306	420.3118100321489	4.9754415	-1		
2307	367.2483935501385	4.988152	44		
2308	450.2704748612276	4.988152	174		
2309	455.2258166585347	4.988152	-1		
2310	580.384545968532	5.017231	-1		
2311	626.2759676549919	5.02171	34		
2312	313.07080853354086	5.0248857	-1		
2313	309.2215074083798	5.025181	445		
2314	319.2059820172918	5.025181	486		
2315	337.2164073492822	5.025181	33		
2316	355.2270500349427	5.025181	33		
2317	373.2376608906723	5.025181	33		
2318	391.24800522078607	5.025181	33	2318.0	"""(4R)-4-((3S,5R,6S,7S,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"""
2319	499.30602373574686	5.025181	180		
2320	517.316634813385	5.025181	180		
2321	535.3266529199567	5.025181	2		
2322	552.3531892456886	5.025181	2		
2323	557.3085434145065	5.025181	-1		
2324	573.2826330558564	5.025181	-1		
2325	576.3533890454784	5.025181	2		
2326	598.3354360580863	5.025181	511		
2327	1091.6290978566542	5.025181	-1		
2328	175.11207870440688	5.0331497	378		
2329	299.2009358405271	5.0331497	63		
2330	430.11373092789614	5.033721	-1		
2331	493.2802643807189	5.0439663	338		
2332	690.3704968663162	5.0439663	57		
2333	695.3257036475477	5.0439663	79		
2334	283.1544635864453	5.046697	48		
2335	475.2698918127477	5.046697	66		
2336	711.2980635822214	5.046697	-1		
2337	289.2529963652448	5.049445	6		
2338	509.3092853105688	5.049445	-1		
2339	724.3757550023876	5.049445	57		
2340	299.0917702541875	5.0607457	-1		
2341	455.2259658876317	5.0719137	-1		
2342	626.2758405077935	5.0719137	34		
2343	277.18045804401095	5.084016	-1		
2344	263.1648038175011	5.0927405	-1		
2345	227.98319352542407	5.099669	47	2345.0	MUCIC ACID
2346	162.99851768699716	5.1007137	-1		
2347	722.3967007997915	5.105628	-1		
2348	727.3521159776412	5.105628	79		
2349	327.19600283305743	5.1279488	-1		
2350	299.0916581209321	5.1329308	-1	2350.0	Afrormosin CollisionEnergy:102040
2351	190.9934315301525	5.139336	39		
2352	504.2814740607976	5.1505013	22		
2353	198.18584990117168	5.155426	402		
2354	186.95676051666973	5.156666	167		
2355	177.16494002442718	5.1682262	112	2355.0	Spectral Match to 2-Butanone, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)- from NIST14
2356	158.9617025484093	5.1791983	129		
2357	339.23231369289454	5.1791983	390		
2358	357.2427118887712	5.1791983	278		
2359	375.25325917191566	5.1791983	148	2359.0	Uzarigenin
2360	487.3061046204871	5.1791983	-1		
2361	505.3160967185013	5.1791983	2		
2362	522.3430950562347	5.1791983	2		
2363	527.2987144001152	5.1791983	-1		
2364	550.374190024198	5.1791983	-1		
2365	568.3249162921095	5.1791983	-1		
2366	139.9828912712329	5.1868796	5		
2367	695.3254394659418	5.1901336	79		
2368	329.2115073961849	5.1959815	-1		
2369	780.4537819984754	5.2299733	23		
2370	137.98794215393184	5.234604	-1		
2371	190.9945243433827	5.245869	105		
2372	706.3652530324596	5.2467666	57		
2373	667.3309590149553	5.2483397	79		
2374	406.381343826794	5.2542443	398		
2375	158.1544824846679	5.2554045	129		
2376	175.1487150819938	5.259121	112	2376.0	Spectral Match to (-)-Perillyl alcohol from NIST14
2377	228.19644818376133	5.2600484	47		
2378	273.2541665403271	5.2600484	228		
2379	211.1698173606004	5.2609806	47		
2380	229.18072800065343	5.2619157	47		
2381	634.3441350917445	5.264831	57		
2382	639.299418085171	5.264831	79		
2383	250.1783388455573	5.265659	-1		
2384	266.1523615914027	5.266614	-1		
2385	193.15931794429915	5.2675242	198		
2386	162.99876063179087	5.2870183	76		
2387	223.1335446822404	5.288276	-1		
2388	565.3012868976112	5.2890477	217		
2389	365.2302842242482	5.28965	-1		
2390	128.08232791107903	5.3021207	554		
2391	155.12949087355136	5.3021207	-1		
2392	249.20660110242227	5.307479	164	2392.0	Spectral Match to Tri(propylene glycol) butyl ether from NIST14
2393	139.98264550623412	5.3075924	5		
2394	190.99340281881484	5.3075924	39		
2395	128.11868802889327	5.3107605	554		
2396	294.24326632318895	5.3146515	614		
2397	334.2355531607822	5.3146515	-1		
2398	137.98790082971422	5.3268547	216		
2399	126.10304487739828	5.3280063	-1		
2400	130.1343003588777	5.3280063	-1		
2401	136.08727348183172	5.336627	-1		
2402	150.10300375047734	5.336627	475		
2403	151.09825633699316	5.336627	475		
2404	153.1138903891338	5.336627	-1		
2405	165.11391659053731	5.336627	225		
2406	167.12952081584817	5.336627	573		
2407	192.1246975698165	5.336627	-1		
2408	693.3102148177896	5.339812	652		
2409	291.1959048899536	5.3402834	-1		
2410	626.2759195250617	5.3565474	34		
2411	477.28558086131966	5.3572598	66		
2412	530.33314829294	5.3572598	57		
2413	535.2884621426144	5.3572598	-1		
2414	558.3644416424466	5.357972	-1		
2415	169.14517002258071	5.379439	-1		
2416	331.2272284650726	5.3843594	186	2416.0	Massbank:LU079302 21-Hydroxyprogesterone|Desoxycortone|(8S,9S,10R,13S,14S,17S)-17-(2-hydroxyacetyl)-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one
2417	451.2309533881904	5.3958263	465		
2418	429.2493412446729	5.39851	71		
2419	411.2381975868757	5.3987613	71		
2420	474.308068997402	5.4008584	106		
2421	429.2510743044717	5.4028597	71		
2422	451.2332750691366	5.4028597	465		
2423	140.08214883167742	5.405051	-1		
2424	124.08731085227112	5.4135785	-1		
2425	125.0906420934752	5.4135785	319		
2426	567.3143923027774	5.4173946	-1		
2427	131.08197263938172	5.4305677	-1		
2428	163.09813843789485	5.4305677	-1		
2429	197.10371932280003	5.4305677	-1		
2430	313.23782253114285	5.4364986	-1		
2431	162.99889509755351	5.4369183	76		
2432	240.1964165597153	5.437855	481		
2433	165.9833531058337	5.439116	225		
2434	534.3128719220973	5.439091	97		
2435	626.2760508935481	5.4408383	34		
2436	517.314474340487	5.445128	-1		
2437	269.21176723802284	5.4525623	277		
2438	439.2313595186226	5.45758	-1		
2439	492.2389649162299	5.45758	-1		
2440	190.9938805338936	5.4606566	105		
2441	139.0743758733096	5.472624	-1		
2442	283.15447970080913	5.474282	48		
2443	491.26463895290175	5.474282	-1		
2444	688.3548239152516	5.474282	-1		
2445	693.3101889009284	5.474282	652		
2446	139.98307844931676	5.4880614	5		
2447	265.105385858142	5.48884	-1		
2448	164.1186081060661	5.489451	345		
2449	392.227998243042	5.4995556	-1		
2450	251.2012905147958	5.505036	6	2450.0	2-[(1S,2S,4aR,8aS)-1-hydroxy-4a-methyl-8-methylidene-1,2,3,4,5,6,7,8a-octahydronaphthalen-2-yl]prop-2-enoic acid
2451	348.2023828455536	5.5066805	239		
2452	309.204267605688	5.507413	-1		
2453	153.09001160339835	5.5146174	25		
2454	176.1060228596071	5.5146174	345		
2455	309.1315107745433	5.5212083	-1		
2456	332.207582116483	5.521689	-1		
2457	304.17610244688035	5.5221853	-1	2457.0	Spectral Match to Cocaine from NIST14
2458	137.08251628547436	5.531413	-1		
2459	153.0774465510701	5.531413	25		
2460	166.10908967527212	5.531413	80		
2461	179.0930348366108	5.531413	573		
2462	227.98375302774	5.532156	47	2462.0	MUCIC ACID
2463	167.0930833776469	5.539788	80		
2464	162.99870460763975	5.5452647	76		
2465	190.9936246270697	5.5452647	105		
2466	125.08254376099146	5.5481505	319		
2467	509.2768275278789	5.5592065	162		
2468	718.4550508600465	5.5682096	43		
2469	408.3968492111746	5.5716066	398	2469.0	Candidate Spermidine-C18:2 (delta mass:262.2294)
2470	317.2124046601881	5.577514	429	2470.0	7-Oxo-13beta-hydroxyabiet-8(14)-en-18-oic acid
2471	309.2056771737198	5.5854683	-1		
2472	269.2122237752051	5.5876203	-1		
2473	546.3304357056197	5.5949893	57		
2474	362.2925398536766	5.601737	185		
2475	367.2478633308945	5.601737	-1		
2476	267.197201161361	5.614692	-1		
2477	135.07942126652577	5.6153145	-1		
2478	202.1089662677448	5.6237206	7	2478.0	PANTOTHENATE
2479	190.9942745754846	5.646069	39		
2480	227.984551239932	5.6472406	47	2480.0	MUCIC ACID
2481	140.05834012926206	5.648883	-1		
2482	139.9836533035315	5.6517363	317		
2483	162.99930916664005	5.6517363	76		
2484	491.3038746388976	5.653018	20		
2485	688.3952872135649	5.653018	57		
2486	693.3506363126421	5.653018	79		
2487	150.06657837372146	5.657266	-1		
2488	396.27765401096224	5.6574035	-1		
2489	702.3741040723438	5.6699824	57		
2490	665.3192745430968	5.678397	79		
2491	707.3301096975157	5.678397	-1		
2492	473.2932371498527	5.686866	20		
2493	285.07774561570403	5.689443	-1		
2494	123.07956427073802	5.690887	-1		
2495	147.07949968406768	5.690887	-1		
2496	149.02460249889285	5.6933746	-1		
2497	177.05613929477803	5.695289	-1		
2498	269.21301833472813	5.709596	6		
2499	149.08253508539642	5.7161326	-1		
2500	139.98353054152574	5.7352114	317		
2501	309.20705703216294	5.7352114	-1		
2502	291.19797751921806	5.7360425	206		
2503	274.2758422163116	5.7365317	64	2503.0	Massbank:LU030804 Lauryldiethanolamine|2-[dodecyl(2-hydroxyethyl)amino]ethanol
2504	349.2021428861802	5.7368736	-1		
2505	725.3791854992601	5.7368736	79		
2506	137.98861221644856	5.7386	-1		
2507	288.2923229199914	5.7563267	-1		
2508	384.3975318684878	5.7591844	398	2508.0	Candidate Spermidine-C16:0 (delta mass:238.2292)
2509	230.24976180726105	5.772323	292		
2510	349.2010315429386	5.7827525	-1		
2511	267.19800583146946	5.7875004	-1		
2512	161.08245209954316	5.792005	407		
2513	162.0856253110342	5.792005	407		
2514	132.05600010536088	5.800484	-1		
2515	419.31620598874713	5.817459	-1		
2516	290.271267740351	5.822566	455		
2517	267.1977832762382	5.8392854	-1		
2518	257.1923887628662	5.856373	233		
2519	275.2032185198098	5.8597302	233		
2520	128.9518537551931	5.861753	-1		
2521	528.3214333828902	5.8648686	57		
2522	533.276633074924	5.8648686	-1		
2523	269.213348558064	5.8649926	-1		
2524	335.22437998935504	5.8738623	44		
2525	732.4742122145659	5.88233	43	2525.0	Spinosyn-A_CE30
2526	309.20688210947947	5.899327	-1		
2527	334.2379868850708	5.9078517	-1		
2528	139.98369208698986	5.914838	-1		
2529	190.99452384785235	5.914838	105		
2530	276.19598810345	5.9249663	177		
2531	254.2131763516453	5.929291	481		
2532	335.2226284606899	5.935543	44		
2533	718.4570138716407	5.943042	43		
2534	162.99940923839705	5.9499607	76		
2535	637.3254034791771	5.9504786	-1		
2536	317.2128063746276	5.9528055	429	2536.0	7-Oxo-13beta-hydroxyabiet-8(14)-en-18-oic acid
2537	423.23921903869433	5.984653	-1		
2538	299.2029579404475	5.9877467	63		
2539	227.9840405105569	5.988376	47	2539.0	MUCIC ACID
2540	349.1441972895932	5.9946146	-1		
2541	209.1187991950089	5.9963093	-1		
2542	255.1245114500863	5.996582	86		
2543	237.11384303987856	5.997273	86		
2544	311.1873152692716	5.997273	71		
2545	333.16943568241743	5.997273	-1		
2546	356.24559739399086	5.998016	106		
2547	718.4586168882745	6.003091	43		
2548	288.29185943669006	6.007169	64		
2549	242.28509891532684	6.017785	-1		
2550	190.9940958790457	6.0398846	105		
2551	295.22975850713567	6.0529776	614		
2552	162.9991492232422	6.0635324	76		
2553	269.21322394688366	6.078253	-1		
2554	496.2522512475312	6.078253	517		
2555	686.3792611738859	6.0950317	57		
2556	691.3348968052645	6.103467	79		
2557	489.2879565835603	6.111969	20		
2558	774.4683355511246	6.111969	485		
2559	779.4236124762143	6.111969	-1		
2560	330.26514665959326	6.119569	174		
2561	277.2177786509506	6.129054	-1		
2562	294.24420539225525	6.129054	649		
2563	334.2366137378803	6.129054	-1		
2564	295.22838002763115	6.13732	649		
2565	335.2219805168989	6.141931	-1		
2566	252.23370077229845	6.1463823	47		
2567	235.1340659811597	6.157191	15		
2568	235.13465331602293	6.160913	15		
2569	333.20500641349776	6.1719456	-1		
2570	288.29227500143566	6.1819634	64		
2571	128.95163316125374	6.1932507	-1		
2572	496.24975912395627	6.197185	517		
2573	718.4551435376738	6.197185	43		
2574	718.4597920500817	6.198491	43		
2575	149.08250842350932	6.208698	-1		
2576	161.08251268713252	6.208698	407		
2577	335.2207290108163	6.222902	-1		
2578	250.1203600145896	6.2702217	188	2578.0	"""1,3,5-triprop-2-enyl-1,3,5-triazaperhydroine-2,4,6-trione CollisionEnergy:102040"""
2579	170.0566104321347	6.2709928	172		
2580	250.11954558926	6.271131	188	2580.0	Massbank:LU040702 2,4,6-Tris(allyloxy)-1,3,5-triazine|Triallyl cyanurate|2,4,6-tris(prop-2-enoxy)-1,3,5-triazine
2581	170.0571714490109	6.271927	172		
2582	620.3663868717763	6.273397	174		
2583	625.3227911808468	6.273397	-1		
2584	208.07231366480227	6.273906	50		
2585	209.1546288113053	6.274849	476		
2586	620.3697872474613	6.2758117	174		
2587	137.98844487987245	6.279986	-1		
2588	544.3649917025506	6.281351	43		
2589	732.4694116682028	6.281351	43	2589.0	Pesticide7_Spinosad (Spinosyn A)_C41H65NO10_1H-as-Indaceno[3,2-d]oxacyclododecin-7,15-dione, 2-[(6-deoxy-2,3,4-tri-O-methyl-alpha-L-mannopyranosyl)oxy]-13-[[(2R,5S,6R)-5-(dimethylamino)tetrahydro-6-methyl-2H-pyran-2-yl]oxy]-9-ethyl-2,3,3a,5a,5b,6,9,10,11,12,13,14,16a,16b-tetradecahydro-14-methyl-, (2R,3aS,5aR,5bS,9S,14R,16aS,16bR)-
2590	142.12365584245936	6.28255	-1		
2591	171.99489584261175	6.283749	7		
2592	544.3682577808071	6.283749	43		
2593	732.4738157989995	6.283749	43	2593.0	"""Spinosyn-A_CE25,38,59"""
2594	754.4570925335213	6.283749	-1		
2595	790.4665615530839	6.283749	-1		
2596	256.2280966674727	6.291583	47		
2597	158.96270348064206	6.2916884	10		
2598	256.229002769853	6.2929726	47		
2599	149.08249793854026	6.313585	-1		
2600	161.08249626152372	6.313585	407		
2601	162.99957087358186	6.313902	-1		
2602	335.2212192511991	6.3308134	-1		
2603	190.994778889754	6.341608	105		
2604	269.2140900087683	6.341836	525		
2605	292.22927489572663	6.3481007	177		
2606	316.2877126436024	6.359043	142		
2607	297.24450504157335	6.3786254	277	2607.0	NCGC00381425-01!8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]
2608	337.2380168059866	6.384492	-1		
2609	531.2607216077995	6.3915277	-1		
2610	460.2711439014184	6.399767	234		
2611	415.21391323184696	6.4012823	234	2611.0	DEOXYCHOLATE
2612	460.2732695287671	6.402882	234		
2613	432.2426859579159	6.4030504	234	2613.0	glycodeoxycholic acid
2614	290.21143464501137	6.4084463	-1		
2615	748.4690586424684	6.40994	23		
2616	268.2294928195942	6.411429	47		
2617	207.13971466696827	6.418798	50		
2618	265.1817530438755	6.422087	15		
2619	301.21901960003913	6.428325	227		
2620	158.96279232977656	6.436858	10		
2621	306.25796875526186	6.4381866	-1		
2622	425.3821043670689	6.445433	6	2622.0	ERYTHRODIOL
2623	944.5671938691696	6.445433	315	2623.0	NCGC00180577-02!6-[[(3S,6aR,6bS,8aR,9R,12aS,14bR)-9-hydroxy-4,4,6a,6b,8a,11,11,14b-octamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-5-[4,5-dihydroxy-6-(hydroxymethyl)-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]oxy-3,4-dihydroxyoxane-2-carboxylic acid
2624	949.5225128716262	6.445433	-1		
2625	271.1348931801908	6.446656	-1	2625.0	Emodin
2626	190.99418082584967	6.451003	105		
2627	335.22253633397526	6.454102	-1	2627.0	Spectral Match to Monolinolenin (9c,12c,15c) from NIST14
2628	162.99919168768272	6.455435	76		
2629	161.08256358316527	6.456219	407		
2630	417.3473462929925	6.4715643	-1		
2631	395.36522013123766	6.472154	282	2631.0	Lys-C18:0
2632	417.3482599429093	6.47253	-1		
2633	590.3577143298837	6.486162	174		
2634	310.23973826158925	6.49481	-1		
2635	161.08252038786432	6.512902	407		
2636	732.4730378101076	6.513659	43		
2637	510.311339274893	6.520354	162		
2638	772.4529665597677	6.520354	-1		
2639	777.408423352591	6.520354	-1		
2640	493.2837638419567	6.52217	162	2640.0	Fungisporin_25256_dereplictor_pv_5.96919e-15
2641	515.2660700698377	6.52217	-1		
2642	278.2496435804807	6.548273	47		
2643	313.2174516351621	6.5592637	-1	2643.0	Massbank:AC000516 Nivalenol|(3alpha,4beta,7alpha)-3,4,7,15-tetrahydroxy-12,13-epoxytrichothec-9-en-8-one
2644	128.95167785397328	6.5608716	-1		
