row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20250402_PMA_tp24_dbgi_007523_01_01.mzML Peak height,20250402_PMA_tp24_dbgi_007810_01_01.mzML Peak height,20250402_PMA_tp24_dbgi_007811_01_01.mzML Peak height,20250402_PMA_tp24_dbgi_mapp_bk_post_00.mzML Peak height,20250402_PMA_tp24_dbgi_mapp_bk_post_01.mzML Peak height,20250402_PMA_tp24_dbgi_mapp_bk_pre_00.mzML Peak height,20250402_PMA_tp24_dbgi_mapp_bk_pre_01.mzML Peak height,20250402_PMA_tp24_dbgi_mapp_stdby.mzML Peak height,20250402_PMA_tp24_dbgi_tp24_bk_00.mzML Peak height,20250402_PMA_tp24_dbgi_tp24_bk_01.mzML Peak height,
2105,607.2157944860897,4.3794107,,,,,,,,,,,1858907.9,0,0,0,0,0,0,0,0,0,
2106,886.4658705685295,4.382108,,,,,,,,,,,0,0,4981051.5,0,0,0,0,0,0,0,
2107,891.4205917047769,4.382108,,,,,,,,,,,0,0,2597407.8,0,0,0,0,0,0,0,
2108,315.0867114110476,4.384352,,,,,,,,,,,0,6415532.0,0,0,0,0,0,0,0,0,
2109,478.2232784321137,4.384352,,,,,,,,,,,0,1592874.8,0,0,0,0,0,0,0,0,
2110,623.1980235214794,4.384352,,,,,,,,,,,0,5785907.5,0,0,0,0,0,0,0,0,
2111,928.4762731118369,4.3900228,,,,,,,,,,,0,0,2647421.5,0,0,0,0,0,0,0,
2112,162.99853962621341,4.392286,,,,,,,,,,,2599289.2,0,2747874.8,2241146.5,0,0,0,3055636.8,2280933.2,2592031.8,
2113,190.99344722204572,4.3948975,,,,,,,,,,,3318294.2,0,3369554.8,0,2915185.2,0,0,4149198.2,2745836.5,3322539.8,
2114,149.13272368118825,4.397931,,,,,,,,,,,0,0,7887167.0,0,0,0,0,0,0,0,
2115,271.2422700993001,4.397931,,,,,,,,,,,0,0,2.8404086E7,0,0,0,0,0,0,0,
2116,289.25281768416386,4.397931,,,,,,,,,,,0,0,8.521371E7,0,0,0,0,0,0,0,
2117,307.26347946200497,4.397931,,,,,,,,,,,0,0,1.5048471E7,0,0,0,0,0,0,0,
2118,403.2847985997119,4.397931,,,,,,,,,,,0,0,7555723.0,0,0,0,0,0,0,0,
2119,415.2848680640252,4.397931,,,,,,,,,,,0,0,7730560.0,0,0,0,0,0,0,0,
2120,421.2953183923849,4.397931,,,,,,,,,,,0,0,1.4426478E7,0,0,0,0,0,0,0,
2121,433.29559259823685,4.397931,,,,,,,,,,,0,0,1.5508991E7,0,0,0,0,0,0,0,
2122,451.3060548296086,4.397931,,,,,,,,,,,0,0,2.6618048E7,0,0,0,0,0,0,0,
2123,583.3478517349562,4.397931,,,,,,,,,,,0,0,1.0134107E7,0,0,0,0,0,0,0,
2124,601.3585659873737,4.397931,,,,,,,,,,,0,0,3.3084718E7,0,0,0,0,0,0,0,
2125,781.4213940754436,4.397931,,,,,,,,,,,0,0,7680227.5,0,0,0,0,0,0,0,
2126,798.4480987833917,4.397931,,,,,,,,,,,0,0,2.6964022E8,0,0,0,0,0,0,0,
2127,803.4031440605172,4.397931,,,,,,,,,,,0,0,1.828159E8,0,0,0,0,0,0,0,
2128,819.3771480813707,4.397931,,,,,,,,,,,0,0,2.180042E7,0,0,0,0,0,0,0,
2129,825.3382828230962,4.397931,,,,,,,,,,,0,0,8773676.0,0,0,0,0,0,0,0,
2130,834.3330581190281,4.397931,,,,,,,,,,,0,0,6945040.5,0,0,0,0,0,0,0,
2131,1578.864799201192,4.397931,,,,,,,,,,,0,0,1.7689658E7,0,0,0,0,0,0,0,
2132,203.17980912701347,4.4021187,,,,,,,,,,,1880941.0,0,1.0221808E7,0,0,0,0,0,0,0,
2133,137.9877945498856,4.40534,,,,,,,,,,,0,0,1495197.8,0,0,683017.6,0,917832.1,0,0,
2134,158.96169446878085,4.4139123,,,,,,,,,,,0,0,2275408.0,0,0,0,0,0,0,0,
2135,731.34691746985,4.4139123,,,,,,,,,,,0,0,3737398.0,0,0,0,0,0,0,0,
2136,960.5540308408549,4.4139123,,,,,,,,,,,0,0,4892781.5,0,0,0,0,0,0,0,
2137,404.1964167954361,4.434458,,,,,,,,,,,0,1.3501157E7,0,0,0,0,0,0,0,0,
2138,271.06035617512543,4.4420834,,,,,,,,,,,1.2623366E7,0,0,0,0,0,0,0,0,0,
2139,323.20111118692597,4.4465265,,,,,,,,,,,0,0,1.52895E7,0,0,0,0,0,0,0,
2140,333.1853954110095,4.4465265,,,,,,,,,,,0,0,3148474.8,0,0,0,0,0,0,0,
2141,341.21173707613366,4.4465265,,,,,,,,,,,0,0,1.6938538E7,0,0,0,0,0,0,0,
2142,351.19611022606216,4.4465265,,,,,,,,,,,0,0,1.8474754E7,0,0,0,0,0,0,0,
2143,359.2221824867406,4.4465265,,,,,,,,,,,0,0,1.582318E7,0,0,0,0,0,0,0,
2144,369.20662733623124,4.4465265,,,,,,,,,,,0,0,2.7152604E7,0,0,0,0,0,0,0,
2145,387.2170088836341,4.4465265,,,,,,,,,,,0,0,5214409.5,0,0,0,0,0,0,0,
2146,405.2275434079128,4.4465265,,,,,,,,,,,0,0,3.4046532E7,0,0,0,0,0,0,0,
2147,549.306515103254,4.4465265,,,,,,,,,,,0,0,1.1917E7,0,0,0,0,0,0,0,
2148,566.3331098112774,4.4465265,,,,,,,,,,,0,0,5397595.0,0,0,0,0,0,0,0,
2149,571.2881806010395,4.4465265,,,,,,,,,,,0,0,2.5072924E7,0,0,0,0,0,0,0,
2150,587.2613753844691,4.4465265,,,,,,,,,,,0,0,3692169.2,0,0,0,0,0,0,0,
2151,594.3641616202806,4.4465265,,,,,,,,,,,0,0,1.6277147E7,0,0,0,0,0,0,0,
2152,990.529009013742,4.454591,,,,,,,,,,,0,0,2647449.0,0,0,0,0,0,0,0,
2153,337.2167968618736,4.4712534,,,,,,,,,,,0,0,2451069.0,0,0,0,0,0,0,0,
2154,355.2275273956901,4.4712534,,,,,,,,,,,0,0,3266342.2,0,0,0,0,0,0,0,
2155,519.2961483964937,4.4712534,,,,,,,,,,,0,0,2908685.8,0,0,0,0,0,0,0,
2156,139.98277539324317,4.4751873,,,,,,,,,,,0,0,0,0,0,0,0,0,1873276.2,2051633.1,
2157,208.03987399458,4.4796867,,,,,,,,,,,0,0,1283732.2,0,0,0,0,0,0,0,
2158,162.99850526246857,4.4797463,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2489477.5,
2159,190.9933939282731,4.4797463,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3068252.0,
2160,796.434576166412,4.496674,,,,,,,,,,,0,0,2549666.0,0,0,0,0,0,0,0,
2161,404.19663737360713,4.501807,,,,,,,,,,,0,6475822.5,0,0,0,0,0,0,0,0,
2162,271.2426051196169,4.5048656,,,,,,,,,,,0,0,2232620.2,0,0,0,0,0,0,0,
2163,451.3065115592022,4.5048656,,,,,,,,,,,0,0,1713477.5,0,0,0,0,0,0,0,
2164,798.4492701704643,4.5048656,,,,,,,,,,,0,0,1.9383278E7,0,0,0,0,0,0,0,
2165,803.4043201598313,4.5048656,,,,,,,,,,,0,0,1.7595876E7,0,0,0,0,0,0,0,
2166,870.4341031758503,4.5048656,,,,,,,,,,,0,0,5627269.0,0,0,0,0,0,0,0,
2167,289.2531617411053,4.5131345,,,,,,,,,,,0,0,5945178.5,0,0,0,0,0,0,0,
2168,884.4496381743826,4.5131345,,,,,,,,,,,0,0,1.486615E7,0,0,0,0,0,0,0,
2169,889.4051155445696,4.5131345,,,,,,,,,,,0,0,3389995.5,0,0,0,0,0,0,0,
2170,942.4941614792376,4.5215154,,,,,,,,,,,0,0,1179642.4,0,0,0,0,0,0,0,
2171,259.0970540759115,4.5354924,,,,,,,,,,,0,2486184.2,0,0,0,0,0,0,0,0,
2172,351.21496948536003,4.538778,,,,,,,,,,,0,0,1099766.5,0,0,0,0,0,0,0,
2173,478.2232328210189,4.5438695,,,,,,,,,,,0,5984636.5,0,0,0,0,0,0,0,0,
2174,876.381081188922,4.5438695,,,,,,,,,,,0,1972939.0,0,0,0,0,0,0,0,0,
2175,780.3234910182783,4.5607405,,,,,,,,,,,0,1929632.6,0,0,0,0,0,0,0,0,
2176,227.983087275653,4.560912,,,,,,,,,,,0,0,0,0,0,0,0,0,0,789089.6,
2177,566.3690431200235,4.5720797,,,,,,,,,,,0,0,1.8704704E7,0,0,0,0,0,0,0,
2178,257.1537826204623,4.5799694,,,,,,,,,,,0,0,7776008.0,0,0,0,0,0,0,0,
2179,309.22151182664106,4.5799694,,,,,,,,,,,0,0,1.3338585E7,0,0,0,0,0,0,0,
2180,319.20596469645267,4.5799694,,,,,,,,,,,0,0,1.1916093E7,0,0,0,0,0,0,0,
2181,337.2163420063834,4.5799694,,,,,,,,,,,0,0,2.6996746E8,0,0,0,0,0,0,0,
2182,355.2269740060626,4.5799694,,,,,,,,,,,0,0,3.319144E8,0,0,0,0,0,0,0,
2183,373.23760789383056,4.5799694,,,,,,,,,,,0,0,1.376134E8,0,0,0,0,0,0,0,
2184,391.24798378682107,4.5799694,,,,,,,,,,,0,0,6.1592468E7,0,0,0,0,0,0,0,
2185,414.26443306975455,4.5799694,,,,,,,,,,,0,0,9683353.0,0,0,0,0,0,0,0,
2186,467.2799404597907,4.5799694,,,,,,,,,,,0,0,1.2590349E7,0,0,0,0,0,0,0,
2187,485.2904176600954,4.5799694,,,,,,,,,,,0,0,3.7520564E7,0,0,0,0,0,0,0,
2188,503.30072244302573,4.5799694,,,,,,,,,,,0,0,2.1739794E7,0,0,0,0,0,0,0,
2189,521.3108532371904,4.5799694,,,,,,,,,,,0,0,3.7646355E8,0,0,0,0,0,0,0,
2190,538.3374232546668,4.5799694,,,,,,,,,,,0,0,1.5410962E8,0,0,0,0,0,0,0,
2191,543.2930065384784,4.5799694,,,,,,,,,,,0,0,4.663208E7,0,0,0,0,0,0,0,
2192,559.2669862596231,4.5799694,,,,,,,,,,,0,0,9567773.0,0,0,0,0,0,0,0,
2193,562.3376089793042,4.5799694,,,,,,,,,,,0,0,3.1671408E7,0,0,0,0,0,0,0,
2194,584.3194906009389,4.5799694,,,,,,,,,,,0,0,1.796345E7,0,0,0,0,0,0,0,
2195,798.4894651263774,4.5799694,,,,,,,,,,,0,0,7.433768E7,0,0,0,0,0,0,0,
2196,911.5513985371958,4.5799694,,,,,,,,,,,0,0,1.1546206E7,0,0,0,0,0,0,0,
2197,1058.6422208361923,4.5799694,,,,,,,,,,,0,0,3.3846596E7,0,0,0,0,0,0,0,
2198,1063.5977629855042,4.5799694,,,,,,,,,,,0,0,1.5300071E7,0,0,0,0,0,0,0,
2199,191.16464678031218,4.584287,,,,,,,,,,,3976135.0,3944393.8,1174787.6,4705904.0,4546086.0,4876369.0,4619156.0,0,4644833.0,4959817.5,
2200,213.14664314986075,4.5848265,,,,,,,,,,,4264270.5,3305742.8,0,4930764.5,4652252.5,5175270.5,5217271.0,0,4984543.5,5799966.0,
2201,291.2108814537608,4.5878506,,,,,,,,,,,0,0,7052831.0,0,0,0,0,0,0,0,
2202,884.4488122853749,4.5878506,,,,,,,,,,,0,0,5468500.5,0,0,0,0,0,0,0,
2203,942.4906506307916,4.5878506,,,,,,,,,,,0,0,2.3906714E7,0,0,0,0,0,0,0,
2204,1041.6153489691483,4.5878506,,,,,,,,,,,0,0,1.0127692E7,0,0,0,0,0,0,0,
2205,235.16944654071457,4.589826,,,,,,,,,,,0,0,0,0,0,0,0,749883.4,0,0,
2206,796.4336766982235,4.5957546,,,,,,,,,,,0,0,8131586.0,0,0,0,0,0,0,0,
2207,209.15407511705607,4.6029687,,,,,,,,,,,0,1296843.2,0,0,1435493.2,0,0,0,1468932.1,1591984.5,
2208,137.98769527216425,4.620292,,,,,,,,,,,0,0,1312349.0,0,0,0,0,1001399.75,0,1023319.44,
2209,190.99342739428224,4.636078,,,,,,,,,,,2937821.0,0,2547161.5,0,2655706.2,0,0,4338775.5,0,0,
2210,139.98264818083928,4.636651,,,,,,,,,,,1796512.6,1720645.9,1619018.2,0,0,0,0,1611124.4,0,0,
2211,533.1293806337097,4.639701,,,,,,,,,,,2904429.2,0,0,0,0,0,0,0,0,0,
2212,299.2374957375037,4.644969,,,,,,,,,,,0,0,7769737.5,0,0,0,0,0,0,0,
2213,658.3808617162244,4.644969,,,,,,,,,,,0,0,1.0616867E7,0,0,0,0,0,0,0,
2214,663.3363397789425,4.644969,,,,,,,,,,,0,0,6690089.0,0,0,0,0,0,0,0,
2215,285.1701152431567,4.653124,,,,,,,,,,,0,2227219.5,4372315.5,0,0,0,0,0,0,0,
2216,477.2857382091075,4.653124,,,,,,,,,,,0,1958055.4,4121628.0,0,0,0,0,0,0,0,
2217,495.29594573078873,4.653124,,,,,,,,,,,0,3429096.8,7219790.5,0,0,0,0,0,0,0,
2218,713.3144605054298,4.653121,,,,,,,,,,,0,0,3395168.2,0,0,0,0,0,0,0,
2219,697.3412385635975,4.653124,,,,,,,,,,,0,1.4480017E7,2.9152468E7,0,0,0,0,0,0,0,
2220,162.9985288240547,4.653954,,,,,,,,,,,2317108.2,0,2024223.2,0,2119796.8,0,0,3191340.5,0,0,
2221,692.3859437798216,4.6545544,,,,,,,,,,,3269872.5,1.4916816E7,3.4858692E7,0,0,0,0,0,0,0,
2222,852.4233202133539,4.6614294,,,,,,,,,,,0,3685108.5,1972687.4,0,0,0,0,0,0,0,
2223,128.95156295167132,4.6753798,,,,,,,,,,,853959.75,0,0,0,0,0,0,0,0,0,
2224,257.1289224500909,4.6779747,,,,,,,,,,,0,2648072.8,0,0,0,0,0,0,0,0,
2225,404.1964834731976,4.6779747,,,,,,,,,,,0,1.6087055E7,0,0,0,0,0,0,0,0,
2226,776.2921425926605,4.6779747,,,,,,,,,,,0,2592317.2,0,0,0,0,0,0,0,0,
2227,290.2119526610489,4.704208,,,,,,,,,,,0,0,8171299.0,0,0,0,0,0,0,0,
2228,729.3680557319034,4.7077093,,,,,,,,,,,0,4382222.5,6535132.5,0,0,0,0,0,0,0,
2229,139.98269041955962,4.708071,,,,,,,,,,,1790574.2,0,1679018.4,1958103.1,0,0,0,0,0,0,
2230,162.9985215862549,4.708071,,,,,,,,,,,2258915.8,0,2121904.5,2535707.2,0,0,0,0,0,0,
2231,190.99342585982356,4.708071,,,,,,,,,,,2964971.0,0,2884819.0,3229143.2,0,0,0,0,0,0,
2232,266.1731035970463,4.7111807,,,,,,,,,,,0,4180360.2,0,0,0,0,0,0,0,0,
2233,724.4129083639118,4.7118235,,,,,,,,,,,0,3513632.8,7661727.0,0,0,0,0,0,0,0,
2234,199.9886685026422,4.7124662,,,,,,,,,,,0,0,4558874.0,0,0,0,0,0,0,0,
2235,226.18061330425377,4.715475,,,,,,,,,,,9295459.0,1.0082578E7,9669072.0,8034454.0,8042608.5,8542199.0,7817975.5,0,9294595.0,9119969.0,
2236,244.19124253341695,4.715475,,,,,,,,,,,7157778.0,7763548.5,7578763.5,6241882.5,6160849.5,6620106.0,6138639.0,0,7063521.0,6957741.0,
2237,198.18637078263126,4.716253,,,,,,,,,,,0,0,0,0,0,0,1468697.0,0,0,0,
2238,214.1806271222578,4.7174053,,,,,,,,,,,4073283.2,4650204.0,4417269.5,4188515.5,4167965.2,4375427.5,4235816.5,0,4382470.5,4407912.5,
2239,236.16239468142828,4.7174582,,,,,,,,,,,1130504.8,1296084.0,1267080.5,1120294.1,1108052.4,1319714.9,1138994.4,0,1170866.2,1134691.0,
2240,226.0124273513406,4.718411,,,,,,,,,,,0,0,0,730509.56,0,0,0,0,0,0,
2241,780.4386640427986,4.720679,,,,,,,,,,,0,0,1.3346904E7,0,0,0,0,0,0,0,
2242,785.3941009814786,4.720679,,,,,,,,,,,0,0,4304601.5,0,0,0,0,0,0,0,
2243,259.2386333763403,4.721455,,,,,,,,,,,910713.06,0,0,932631.7,975892.0,980192.0,920000.0,0,942329.9,976591.06,
2244,401.2174046312039,4.724157,,,,,,,,,,,0,2800615.2,2530851.2,0,0,0,0,0,0,0,
2245,419.2281871440076,4.724157,,,,,,,,,,,0,2498256.8,2227980.5,0,0,0,0,0,0,0,
2246,457.1844117082993,4.724157,,,,,,,,,,,0,3570969.8,2919510.2,0,0,0,0,0,0,0,
2247,441.2103339659477,4.7262535,,,,,,,,,,,5398789.5,2.381015E7,2.0147886E7,3177671.0,2685842.5,3220459.5,3086168.0,0,0,2835907.2,
2248,464.28655785253,4.7265,,,,,,,,,,,3390751.0,6302528.0,6016186.5,0,0,2371600.2,2193438.2,0,0,2090278.1,
2249,436.2549362322216,4.726805,,,,,,,,,,,4760181.5,8263543.0,7190103.0,4593872.5,4283390.0,4622420.0,4640297.5,0,4448915.5,4438251.5,
2250,257.1288578010317,4.727635,,,,,,,,,,,0,2541653.8,0,0,0,0,0,0,0,0,
2251,289.25237718082917,4.745995,,,,,,,,,,,0,0,2114289.0,0,0,0,0,0,0,0,
2252,478.2231142445898,4.7526703,,,,,,,,,,,0,8170858.0,0,0,0,0,0,0,0,0,
2253,404.196680772427,4.777964,,,,,,,,,,,0,2330182.2,0,0,0,0,0,0,0,0,
2254,261.11033697909164,4.783442,,,,,,,,,,,1293580.5,0,0,1340315.2,0,1138637.6,1180818.4,0,887231.5,1126006.5,
2255,171.9933859688195,4.7892118,,,,,,,,,,,0,0,1431668.8,0,0,0,0,0,0,0,
2256,227.98330785401436,4.793909,,,,,,,,,,,0,0,0,0,0,0,0,0,764141.8,0,
2257,137.98774267993383,4.795475,,,,,,,,,,,921238.56,0,1260078.8,0,0,0,0,0,877806.3,852703.3,
2258,974.5333194239389,4.797524,,,,,,,,,,,0,0,2440641.2,0,0,0,0,0,0,0,
2259,139.98274265454847,4.7998114,,,,,,,,,,,0,0,1600994.8,0,0,0,0,0,1519587.5,0,
2260,246.24306010964474,4.8023276,,,,,,,,,,,5.3122496E7,3.361942E7,5.6632276E7,0,0,0,0,0,1.7197762E7,1.8195502E7,
2261,158.96169868094677,4.8057137,,,,,,,,,,,0,0,2073864.0,0,0,0,0,0,0,0,
2262,289.0922548309649,4.8057137,,,,,,,,,,,0,0,1997186.4,0,0,0,0,0,0,0,
2263,553.2991846574623,4.8057137,,,,,,,,,,,0,0,1809180.5,0,0,0,0,0,0,0,
2264,307.1028260371137,4.8138156,,,,,,,,,,,0,0,4522828.5,0,0,0,0,0,0,0,
2265,831.3742895324791,4.8138156,,,,,,,,,,,0,0,3897082.2,0,0,0,0,0,0,0,
2266,641.3153345434964,4.816599,,,,,,,,,,,0,2609152.5,4497247.0,0,0,0,0,0,0,0,
2267,162.9985736668947,4.820189,,,,,,,,,,,0,2418093.8,2254662.5,0,0,0,0,0,2096253.1,0,
2268,636.3599200964547,4.8207674,,,,,,,,,,,0,1573219.2,1778174.6,0,0,0,0,0,0,0,
2269,271.24240484423734,4.8219113,,,,,,,,,,,0,0,4368377.5,0,0,0,0,0,0,0,
2270,289.25296364242615,4.8219113,,,,,,,,,,,0,0,1.3256894E7,0,0,0,0,0,0,0,
2271,307.2636243290334,4.8219113,,,,,,,,,,,0,0,1978930.4,0,0,0,0,0,0,0,
2272,577.3375388691998,4.8219113,,,,,,,,,,,0,0,5637925.5,0,0,0,0,0,0,0,
2273,595.3481342740978,4.8219113,,,,,,,,,,,0,0,8824230.0,0,0,0,0,0,0,0,
2274,613.3590325825071,4.8219113,,,,,,,,,,,0,0,4832747.5,0,0,0,0,0,0,0,
2275,810.4486068243536,4.8219113,,,,,,,,,,,0,0,3.9141716E7,0,0,0,0,0,0,0,
2276,815.403610938408,4.8219113,,,,,,,,,,,0,0,2.8477082E7,0,0,0,0,0,0,0,
2277,837.3380334014996,4.8219113,,,,,,,,,,,0,0,2195621.8,0,0,0,0,0,0,0,
2278,190.99349934080087,4.823105,,,,,,,,,,,0,3030894.5,2780615.5,0,0,0,0,0,2732760.2,0,
2279,202.2168635833442,4.824601,,,,,,,,,,,0,3894542.0,7838590.0,0,0,0,0,0,1.301542E7,1.3215353E7,
2280,309.20638860561974,4.827976,,,,,,,,,,,0,1374355.8,0,0,0,0,0,0,0,0,
2281,511.2909326535239,4.8551235,,,,,,,,,,,0,0,1711375.6,0,0,0,0,0,0,0,
2282,708.3810087961111,4.8551235,,,,,,,,,,,0,0,1.3837226E7,0,0,0,0,0,0,0,
2283,713.3367186473895,4.8551235,,,,,,,,,,,0,0,8973355.0,0,0,0,0,0,0,0,
2284,478.222849792354,4.8613696,,,,,,,,,,,0,3.01889E7,0,0,0,0,0,0,0,0,
2285,277.2168135695433,4.8624716,,,,,,,,,,,0,1046606.3,2699338.5,0,0,0,0,0,0,0,
2286,295.22740604578036,4.8624716,,,,,,,,,,,0,1297907.5,3511653.0,0,0,0,0,0,0,0,
2287,348.275020341895,4.8624716,,,,,,,,,,,0,2746215.2,7616267.5,0,0,0,0,0,0,0,
2288,353.2304463884008,4.8624716,,,,,,,,,,,0,3827150.0,8434097.0,0,0,0,0,0,0,0,
2289,324.19634881204195,4.89768,,,,,,,,,,,0,0,1.4321165E7,0,0,0,0,0,0,0,
2290,261.1103368700495,4.898387,,,,,,,,,,,3010887.8,1916402.9,2275864.2,2809297.8,3010535.0,2524913.0,2739554.8,0,2587920.8,3170415.5,
2291,262.2381081051178,4.9111953,,,,,,,,,,,9632189.0,5587039.5,4.856643E7,0,0,0,0,0,0,0,
2292,493.2804459189238,4.9143357,,,,,,,,,,,0,0,1152910.6,0,0,0,0,0,0,0,
2293,740.4075179021704,4.9143357,,,,,,,,,,,0,0,2159093.5,0,0,0,0,0,0,0,
2294,745.3629356253052,4.9143357,,,,,,,,,,,0,0,1719388.5,0,0,0,0,0,0,0,
2295,297.2219865459782,4.9227858,,,,,,,,,,,0,0,1961663.4,0,0,0,0,0,0,0,
2296,690.3710733646881,4.9227858,,,,,,,,,,,0,0,2415438.8,0,0,0,0,0,0,0,
2297,227.98391006608298,4.923549,,,,,,,,,,,0,0,0,0,0,0,787991.8,0,0,0,
2298,695.3262173358218,4.9257975,,,,,,,,,,,0,5561336.5,2417754.5,0,0,0,0,0,0,0,
2299,137.98818501465755,4.932468,,,,,,,,,,,0,0,0,0,0,0,819187.9,0,0,0,
2300,139.9830213656281,4.9481354,,,,,,,,,,,0,0,0,1598013.1,0,0,1689308.0,0,0,0,
2301,162.99893686042063,4.948758,,,,,,,,,,,0,0,0,0,0,2113617.8,2487988.2,0,0,0,
2302,190.99371914042197,4.9567456,,,,,,,,,,,0,0,0,3142692.2,0,2878335.8,3162889.0,0,0,0,
2303,289.2531641324812,4.9754415,,,,,,,,,,,0,0,1284271.0,0,0,0,0,0,0,0,
2304,339.2326305717609,4.9754415,,,,,,,,,,,0,0,1451851.5,0,0,0,0,0,0,0,
2305,375.2534526726373,4.9754415,,,,,,,,,,,0,0,1987672.1,0,0,0,0,0,0,0,
2306,420.3118100321489,4.9754415,,,,,,,,,,,0,0,2024878.1,0,0,0,0,0,0,0,
2307,367.24839355013853,4.988152,,,,,,,,,,,0,2079676.6,0,0,0,0,0,0,0,0,
2308,450.2704748612276,4.988152,,,,,,,,,,,0,2378190.8,0,0,0,0,0,0,0,0,
2309,455.2258166585347,4.988152,,,,,,,,,,,0,4527101.0,0,0,0,0,0,0,0,0,
2310,580.384545968532,5.017231,,,,,,,,,,,0,0,1.739736E7,0,0,0,0,0,0,0,
2311,626.2759676549919,5.02171,,,,,,,,,,,0,4426506.5,0,0,0,0,0,0,0,0,
2312,313.07080853354086,5.0248857,,,,,,,,,,,7900765.5,0,0,0,0,0,0,0,0,0,
2313,309.2215074083798,5.025181,,,,,,,,,,,0,0,3227990.8,0,0,0,0,0,0,0,
2314,319.2059820172918,5.025181,,,,,,,,,,,0,0,2833133.5,0,0,0,0,0,0,0,
2315,337.2164073492822,5.025181,,,,,,,,,,,0,0,6.481185E7,0,0,0,0,0,0,0,
2316,355.2270500349427,5.025181,,,,,,,,,,,0,0,8.147135E7,0,0,0,0,0,0,0,
2317,373.2376608906723,5.025181,,,,,,,,,,,0,0,3.3206246E7,0,0,0,0,0,0,0,
2318,391.24800522078607,5.025181,,,,,,,,,,,0,0,1.8805064E7,0,0,0,0,0,0,0,
2319,499.30602373574686,5.025181,,,,,,,,,,,0,0,8173881.0,0,0,0,0,0,0,0,
2320,517.316634813385,5.025181,,,,,,,,,,,0,0,5161947.5,0,0,0,0,0,0,0,
2321,535.3266529199567,5.025181,,,,,,,,,,,0,0,1.07106584E8,0,0,0,0,0,0,0,
2322,552.3531892456886,5.025181,,,,,,,,,,,0,0,4.7838144E7,0,0,0,0,0,0,0,
2323,557.3085434145065,5.025181,,,,,,,,,,,0,0,2.9358568E7,0,0,0,0,0,0,0,
2324,573.2826330558564,5.025181,,,,,,,,,,,0,0,5178439.5,0,0,0,0,0,0,0,
2325,576.3533890454784,5.025181,,,,,,,,,,,0,0,7901814.0,0,0,0,0,0,0,0,
2326,598.3354360580863,5.025181,,,,,,,,,,,0,0,9525280.0,0,0,0,0,0,0,0,
2327,1091.6290978566542,5.025181,,,,,,,,,,,0,0,4185408.8,0,0,0,0,0,0,0,
2328,175.11207870440688,5.0331497,,,,,,,,,,,0,0,2533805.0,0,0,0,0,0,0,0,
2329,299.2009358405271,5.0331497,,,,,,,,,,,0,0,2179435.5,0,0,0,0,0,0,0,
2330,430.11373092789614,5.033721,,,,,,,,,,,3668931.8,0,0,0,0,0,0,0,0,0,
2331,493.2802643807189,5.0439663,,,,,,,,,,,0,5056299.5,2280769.5,0,0,0,0,0,0,0,
2332,690.3704968663162,5.0439663,,,,,,,,,,,0,1.698779E7,7029047.5,0,0,0,0,0,0,0,
2333,695.3257036475477,5.0439663,,,,,,,,,,,0,1.9444144E7,3427899.5,0,0,0,0,0,0,0,
2334,283.1544635864453,5.046697,,,,,,,,,,,0,1845191.2,0,0,0,0,0,0,0,0,
2335,475.26989181274774,5.046697,,,,,,,,,,,0,1445865.0,0,0,0,0,0,0,0,0,
2336,711.2980635822214,5.046697,,,,,,,,,,,0,2442871.8,0,0,0,0,0,0,0,0,
2337,289.2529963652448,5.049445,,,,,,,,,,,0,0,3422523.2,0,0,0,0,0,0,0,
2338,509.3092853105688,5.049445,,,,,,,,,,,0,0,5840844.5,0,0,0,0,0,0,0,
2339,724.3757550023876,5.049445,,,,,,,,,,,0,0,3412693.5,0,0,0,0,0,0,0,
2340,299.0917702541875,5.0607457,,,,,,,,,,,2005083.6,0,0,0,0,0,0,0,0,0,
2341,455.22596588763173,5.0719137,,,,,,,,,,,0,2256961.8,0,0,0,0,0,0,0,0,
2342,626.2758405077935,5.0719137,,,,,,,,,,,0,4979444.5,0,0,0,0,0,0,0,0,
2343,277.18045804401095,5.084016,,,,,,,,,,,0,0,4281415.0,0,0,0,0,0,0,0,
2344,263.1648038175011,5.0927405,,,,,,,,,,,0,0,1945182.8,0,0,0,0,0,0,0,
2345,227.98319352542407,5.099669,,,,,,,,,,,0,0,0,0,0,0,0,0,0,875285.06,
2346,162.99851768699716,5.1007137,,,,,,,,,,,0,0,0,2382704.5,0,0,0,5081823.0,0,2891905.5,
2347,722.3967007997915,5.105628,,,,,,,,,,,0,2343305.0,0,0,0,0,0,0,0,0,
2348,727.3521159776412,5.105628,,,,,,,,,,,0,4535500.0,0,0,0,0,0,0,0,0,
2349,327.19600283305743,5.1279488,,,,,,,,,,,0,0,4087024.8,0,0,0,0,0,0,0,
2350,299.0916581209321,5.1329308,,,,,,,,,,,1.0670997E7,0,0,0,0,0,0,0,0,0,
2351,190.9934315301525,5.139336,,,,,,,,,,,0,0,2789391.8,0,0,0,0,4716437.0,0,3648102.5,
2352,504.2814740607976,5.1505013,,,,,,,,,,,2794350.0,0,0,0,0,0,0,0,0,0,
